url,address,postCode,latitude,longitude,NumBeds,NumBaths,price,buildingStyle,buildingType,buildingDevelopment,buildingExteriorFinish,buildingFirePlace,buildingHeatingType,buildingHeatingFuel,buildingCoolingType,propertyOwnershipType,propertyType,parkingType,numParking
https://www.royallepage.ca/en/property/ontario/toronto/82-nipigon-ave/16201311/mlsc5367052/,"82 NIPIGON AVE, Toronto, Ontario, M2M 2W2",M2M 2W2,0,0,5+3,9,3390000,Detached,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,6
https://www.royallepage.ca/en/property/ontario/toronto/66-vanderhoof-ave/16201309/mlsc5367139/,"66 VANDERHOOF AVE, Toronto, Ontario, M4G 2H4",M4G 2H4,0,0,4,4,3200000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,,2
https://www.royallepage.ca/en/property/ontario/toronto/384-castlefield-ave/16201469/mlsc5367038/,"384 CASTLEFIELD AVE, Toronto, Ontario, M5N 1L5",M5N 1L5,0,0,4+1,4,2198000,Detached,,,Stucco,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,,1
https://www.royallepage.ca/en/property/ontario/toronto/804-dovercourt-rd/16201380/mlsw5367025/,"804 DOVERCOURT RD, Toronto, Ontario, M6H 2X3",M6H 2X3,0,0,4,2,1489900,Detached,,,"Aluminum siding, Brick",,Forced air,Natural gas,,Freehold,Single Family,,3
https://www.royallepage.ca/en/property/ontario/toronto/606-151-avenue-rd/16201468/mlsc5367031/,"#606 -151 AVENUE RD, Toronto, Ontario, M5R 2H7",M5R 2H7,0,0,2+1,2,1350000,Apartment,,,,,Heat Pump,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/43-st-georges-blvd/16201385/mlsw5367061/,"43 ST GEORGES BLVD, Toronto, Ontario, M9R 1X3",M9R 1X3,0,0,3,3,1279000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,4
https://www.royallepage.ca/en/property/ontario/toronto/2204-12-york-st/16201525/mlsc5366889/,"#2204 -12 YORK ST, Toronto, Ontario, M5J 2Z2",M5J 2Z2,0,0,3+1,2,1175000,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/35-royal-st/16201391/mlsw5367121/,"35 ROYAL ST, Toronto, Ontario, M6N 3Z3",M6N 3Z3,0,0,3+1,3,1149900,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,5
https://www.royallepage.ca/en/property/ontario/toronto/2504-75-wynford-heights-cres/16201464/mlsc5366989/,"#2504 -75 WYNFORD HEIGHTS CRES, Toronto, Ontario, M3C 3H9",M3C 3H9,0,0,3,3,1075000,Apartment,,,Concrete,,Forced air,,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",2
https://www.royallepage.ca/en/property/ontario/toronto/170-dolores-rd/16201386/mlsw5367069/,"170 DOLORES RD, Toronto, Ontario, M3L 2K8",M3L 2K8,0,0,3,2,995000,Semi-Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,3
https://www.royallepage.ca/en/property/ontario/toronto/2204-kennedy-rd/16201481/mlse5366836/,"2204 KENNEDY RD, Toronto, Ontario, M1T 3G4",M1T 3G4,0,0,3+3,2,899999,Detached,,,Stucco,,Forced air,Natural gas,,Freehold,Single Family,Detached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/239-falstaff-ave/16201542/mlsw5365911/,"239 FALSTAFF AVE, Toronto, Ontario, M6L 2T5",M6L 2T5,0,0,4,5,885000,,,,Stone,Yes,Forced air,Natural gas,Central air conditioning,,Vacant Land,Garage,4
https://www.royallepage.ca/en/property/ontario/toronto/506-1200-don-mills-rd/16201522/mlsc5366861/,"#506 -1200 DON MILLS RD, Toronto, Ontario, M3B 3N8",M3B 3N8,0,0,2,2,869000,Apartment,,,Brick,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/1807-33-helendale-ave/16201471/mlsc5367058/,"#1807 -33 HELENDALE AVE, Toronto, Ontario, M4R 1C5",M4R 1C5,0,0,2,2,849999,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,,
https://www.royallepage.ca/en/property/ontario/toronto/301-676-sheppard-ave/16201310/mlsc5367015/,"#301 -676 SHEPPARD AVE, Toronto, Ontario, M2K 1B7",M2K 1B7,0,0,2+1,2,848000,Apartment,,,Brick,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/30-51-broadfield-dr/16201447/mlsw5366835/,"#30 -51 BROADFIELD DR, Toronto, Ontario, M9C 2A5",M9C 2A5,0,0,4,3,799000,Townhouse,,,"Aluminum siding, Brick",Yes,Forced air,Electric,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/17-760-lawrence-ave-w/16201340/mlsw5367123/,"#17 -760 LAWRENCE AVE W, Toronto, Ontario, M6A 1B8",M6A 1B8,0,0,3,3,699000,Townhouse,,,Brick,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/1717-251-jarvis-st/16201476/mlsc5367111/,"#1717 -251 JARVIS ST, Toronto, Ontario, M5B 0C3",M5B 0C3,0,0,2,1,658000,Apartment,,,Concrete,,,,Central air conditioning,Condominium/Strata,Single Family,Underground,
https://www.royallepage.ca/en/property/ontario/toronto/28-4703-kingston-rd/16201302/mlse5367079/,"#28 -4703 KINGSTON RD, Toronto, Ontario, M1E 2R1",M1E 2R1,0,0,3,3,658000,Townhouse,,,,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Visitor parking,1
https://www.royallepage.ca/en/property/ontario/toronto/485-winona-dr/16201527/mlsc5366897/,"485 WINONA DR, Toronto, Ontario, M6C 3V2",M6C 3V2,0,0,2+1,1,649900,Detached,,,Vinyl,,Forced air,Natural gas,,Freehold,Single Family,,1
https://www.royallepage.ca/en/property/ontario/toronto/417-40-sunrise-ave/16201479/mlsc5367148/,"#417 -40 SUNRISE AVE, Toronto, Ontario, M4A 2R4",M4A 2R4,0,0,3,1,619999,Apartment,,,Brick,,Hot water radiator heat,Natural gas,,Condominium/Strata,Single Family,"Underground, Visitor parking",1

https://www.royallepage.ca/en/property/ontario/toronto/203-21-overlea-blvd/16201316/mlsc5366879/,"#203 -21 OVERLEA BLVD, Toronto, Ontario, M4H 1P2",M4H 1P2,0,0,2+1,2,599900,Apartment,,,Brick,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/216-1630-queen-st-e/16201483/mlse5366929/,"#216 -1630 QUEEN ST E, Toronto, Ontario, M4L 0B3",M4L 0B3,0,0,1+1,1,569900,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,
https://www.royallepage.ca/en/property/ontario/toronto/ph01-716-the-west-mall/16201379/mlsw5367011/,"#PH01 -716 THE WEST MALL, Toronto, Ontario, M9C 4X6",M9C 4X6,0,0,3,2,527700,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/320-3560-st-clair-ave-e/16201492/mlse5367075/,"#320 -3560 ST CLAIR AVE E, Toronto, Ontario, M1K 0A9",M1K 0A9,0,0,1+1,2,449000,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/417-3560-st-clair-ave/16201299/mlse5367028/,"#417 -3560 ST CLAIR AVE, Toronto, Ontario, M1K 2A7",M1K 2A7,0,0,1+1,1,449000,Apartment,,,"Concrete, Stucco",,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",
https://www.royallepage.ca/en/property/ontario/toronto/914-31-four-winds-dr/16201453/mlsw5366901/,"#914 -31 FOUR WINDS DR, Toronto, Ontario, M3J 1K9",M3J 1K9,0,0,1,1,449000,Apartment,,,"Brick, Concrete",,Hot water radiator heat,Natural gas,Window air conditioner,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/2710-2-sonic-way/16201470/mlsc5367053/,"#2710 -2 SONIC WAY, Toronto, Ontario, M3C 0P2",M3C 0P2,0,0,,,408888,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,
https://www.royallepage.ca/en/property/ontario/toronto/70-lowther-ave/16196778/mlsc5365768/,"70 LOWTHER AVE, Toronto, Ontario, M5R 1C7",M5R 1C7,0,0,5+1,7,11885000,Detached,,,Brick,Yes,Radiant heat,Natural gas,Central air conditioning,Freehold,Single Family,Detached garage,5
https://www.royallepage.ca/en/property/ontario/toronto/19-berkindale-dr/16196768/mlsc5365685/,"19 BERKINDALE DR, Toronto, Ontario, M2L 1Z6",M2L 1Z6,0,0,5+2,9,7288000,Detached,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,9
https://www.royallepage.ca/en/property/ontario/toronto/35-misty-cres/16194201/mlsc5365430/,"35 MISTY CRES, Toronto, Ontario, M3B 1T2",M3B 1T2,0,0,3+2,6,5980000,Detached,,,Concrete,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,7
https://www.royallepage.ca/en/property/ontario/toronto/th05-63-st-mary-st/16196100/mlsc5366265/,"#TH05 -63 ST MARY ST, Toronto, Ontario, M5S 0A4",M5S 0A4,0,0,3,4,3988000,Townhouse,,,Brick,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",2
https://www.royallepage.ca/en/property/ontario/toronto/772-lawrence-ave-e/16194197/mlsc5365368/,"772 LAWRENCE AVE E, Toronto, Ontario, M3C 1P3",M3C 1P3,0,0,4+1,3,3798888,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,6
https://www.royallepage.ca/en/property/ontario/toronto/134-joicey-blvd/16194182/mlsc5365259/,"134 JOICEY BLVD, Toronto, Ontario, M5M 2T9",M5M 2T9,0,0,4+1,5,3775000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,3
https://www.royallepage.ca/en/property/ontario/toronto/104-st-clements-ave/16196168/mlsc5365926/,"104 ST CLEMENTS AVE, Toronto, Ontario, M4R 1H2",M4R 1H2,0,0,3+1,4,3188000,Detached,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,3
https://www.royallepage.ca/en/property/ontario/toronto/208-churchill-ave/16196111/mlsc5366335/,"208 CHURCHILL AVE, Toronto, Ontario, M2R 1E1",M2R 1E1,0,0,4+1,7,2999000,Detached,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,6
https://www.royallepage.ca/en/property/ontario/toronto/1b-lynwood-ave/16195514/mlsc5366108/,"1B LYNWOOD AVE, Toronto, Ontario, M4V 1K3",M4V 1K3,0,0,3,4,2695000,Townhouse,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,3
https://www.royallepage.ca/en/property/ontario/toronto/41-marina-ave/16195962/mlsw5366288/,"41 MARINA AVE, Toronto, Ontario, M8W 1K5",M8W 1K5,0,0,,,2599900,Multiplex,,,Brick,,Radiant heat,Natural gas,Window air conditioner,,Multi-family,,9
https://www.royallepage.ca/en/property/ontario/toronto/266-beechgrove-dr/16196146/mlse5366244/,"266 BEECHGROVE DR, Toronto, Ontario, M1E 4A1",M1E 4A1,0,0,6+2,6,2499000,Detached,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,10
https://www.royallepage.ca/en/property/ontario/toronto/22-fernside-crt/16196770/mlsc5365695/,"22 FERNSIDE CRT, Toronto, Ontario, M2N 6A1",M2N 6A1,0,0,3+1,3,2460000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,6
https://www.royallepage.ca/en/property/ontario/toronto/201-68-yorkville-ave/16196761/mlsc5365610/,"#201 -68 YORKVILLE AVE, Toronto, Ontario, M5R 3V7",M5R 3V7,0,0,2,2,2399000,Apartment,,,Concrete,Yes,Heat Pump,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",2
https://www.royallepage.ca/en/property/ontario/toronto/44-gossamer-ave/16194185/mlsc5365270/,"44 GOSSAMER AVE, Toronto, Ontario, M2M 2X4",M2M 2X4,0,0,4+1,4,1899000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Detached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/26-cliffcrest-dr/16196587/mlse5366007/,"26 CLIFFCREST DR, Toronto, Ontario, M1M 2K2",M1M 2K2,0,0,4,3,1895000,Detached,,,Brick,,Hot water radiator heat,Natural gas,Wall unit,Freehold,Single Family,Detached garage,5
https://www.royallepage.ca/en/property/ontario/toronto/41-florens-ave/16196788/mlse5365663/,"41 FLORENS AVE, Toronto, Ontario, M1L 1R7",M1L 1R7,0,0,4+2,5,1848800,Detached,,,"Stone, Stucco",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,5
https://www.royallepage.ca/en/property/ontario/toronto/498-king-st-e/16196095/mlsc5366227/,"498 KING ST E, Toronto, Ontario, M5A 1M1",M5A 1M1,0,0,4,4,1800000,Townhouse,,,Brick,,Forced air,Natural gas,,Freehold,Single Family,,
https://www.royallepage.ca/en/property/ontario/toronto/498-king-st-e/16196110/mlsc5366316/,"498 KING ST E, Toronto, Ontario, M5A 1M1",M5A 1M1,0,0,,,1800000,Retail,,,,,,,,,Retail,,
https://www.royallepage.ca/en/property/ontario/toronto/86-kenilworth-ave/16194156/mlse5365547/,"86 KENILWORTH AVE, Toronto, Ontario, M4L 3S5",M4L 3S5,0,0,3,1,1799000,Semi-Detached,,,"Aluminum siding, Wood",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,,1
https://www.royallepage.ca/en/property/ontario/toronto/17-waring-crt/16196116/mlsc5366364/,"17 WARING CRT, Toronto, Ontario, M2N 4G6",M2N 4G6,0,0,4,3,1799000,Detached,,,Stucco,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,5
https://www.royallepage.ca/en/property/ontario/toronto/80-lanark-ave/16196785/mlsc5365837/,"80 LANARK  AVE, Toronto, Ontario, M6E 2G4",M6E 2G4,0,0,4+1,3,1788000,Triplex,,,Brick,,Hot water radiator heat,Natural gas,,,Single Family,,3
https://www.royallepage.ca/en/property/ontario/toronto/82-lanark-ave/16196786/mlsc5365839/,"82 LANARK AVE, Toronto, Ontario, M6E 2G4",M6E 2G4,0,0,4+1,3,1788000,Triplex,,,Brick,,Hot water radiator heat,Natural gas,,,Single Family,,3
https://www.royallepage.ca/en/property/ontario/toronto/92-bedford-park-ave/16196161/mlsc5365757/,"92 BEDFORD PARK AVE, Toronto, Ontario, M5M 1J1",M5M 1J1,0,0,3+1,3,1699999,Semi-Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,,2
https://www.royallepage.ca/en/property/ontario/toronto/204-holmes-ave/16196163/mlsc5365876/,"204 HOLMES AVE, Toronto, Ontario, M2N 4N1",M2N 4N1,0,0,3+1,3,1699000,Detached,,,"Stone, Wood",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,3
https://www.royallepage.ca/en/property/ontario/toronto/14-sawley-dr/16196765/mlsc5365644/,"14 SAWLEY DR, Toronto, Ontario, M2K 2J1",M2K 2J1,0,0,4+3,4,1688000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,6
https://www.royallepage.ca/en/property/ontario/toronto/1446-military-tr/16196733/mlse5365754/,"1446 MILITARY TR, Toronto, Ontario, M1C 1A9",M1C 1A9,0,0,3+1,3,1650000,Detached,,,"Brick, Stucco",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,7
https://www.royallepage.ca/en/property/ontario/toronto/152-sheldon-ave/16194109/mlsw5365284/,"152 SHELDON AVE, Toronto, Ontario, M8W 4L6",M8W 4L6,0,0,4,1,1549999,Detached,,,"Aluminum siding, Brick",,Radiant heat,Natural gas,,Freehold,Single Family,Attached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/1800-lawrence-ave-w/16196697/mlsw5365616/,"1800 LAWRENCE AVE W, Toronto, Ontario, M6L 1E2",M6L 1E2,0,0,7,3,1499000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Detached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/158-indian-grve/16196725/mlsw5365951/,"158 INDIAN GRVE, Toronto, Ontario, M6P 2H2",M6P 2H2,0,0,3+1,3,1499000,Semi-Detached,,,Brick,,Forced air,Natural gas,Window air conditioner,Freehold,Single Family,,
https://www.royallepage.ca/en/property/ontario/toronto/18-tanis-cres/16194159/mlse5365591/,"18 TANIS CRES, Toronto, Ontario, M1C 4Z8",M1C 4Z8,0,0,4+1,4,1498888,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/lph01-628-fleet-st/16194186/mlsc5365281/,"#LPH01 -628 FLEET ST, Toronto, Ontario, M5V 1A8",M5V 1A8,0,0,2+1,3,1425000,Apartment,,,Concrete,,Heat Pump,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/79-ashbourne-dr/16194043/mlsw5365469/,"79 ASHBOURNE  DR, Toronto, Ontario, M9B 4H6",M9B 4H6,0,0,3,3,1385000,Detached,,,Brick,,Hot water radiator heat,Oil,Window air conditioner,Freehold,Single Family,Detached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/117-park-home-ave/16200938/mlsc5366774/,"117 PARK HOME AVE, Toronto, Ontario, M2N 1W7",M2N 1W7,0,0,2+1,2,1380000,Detached,,,Aluminum siding,,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,3
https://www.royallepage.ca/en/property/ontario/toronto/ph23-10-guildwood-pkwy/16196142/mlse5366200/,"#PH23 -10 GUILDWOOD PKWY, Toronto, Ontario, M1E 5B5",M1E 5B5,0,0,2,2,1375000,Apartment,,,Concrete,Yes,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",2
https://www.royallepage.ca/en/property/ontario/toronto/l-169-finch-ave-e/16194225/mlsc5365573/,"#L -169 FINCH AVE E, Toronto, Ontario, M2N 4R8",M2N 4R8,0,0,4,3,1338000,Townhouse,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,2
https://www.royallepage.ca/en/property/ontario/toronto/304-st-clarens-ave/16196189/mlsc5366132/,"304 ST CLARENS AVE, Toronto, Ontario, M6H 3W3",M6H 3W3,0,0,3+1,2,1288000,Semi-Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Detached garage,3
https://www.royallepage.ca/en/property/ontario/toronto/74-willesden-rd/16196777/mlsc5365762/,"74 WILLESDEN RD, Toronto, Ontario, M2H 1V7",M2H 1V7,0,0,3+2,4,1288000,Detached,,,Brick,,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Carport,4
https://www.royallepage.ca/en/property/ontario/toronto/9-woodstream-dr/16195994/mlsw5365767/,"9 WOODSTREAM DR, Toronto, Ontario, M9W 0G1",M9W 0G1,0,0,4+1,4,1280000,Townhouse,,,"Brick, Stone",,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,3
https://www.royallepage.ca/en/property/ontario/toronto/26-challenger-crt/16194157/mlse5365570/,"26 CHALLENGER CRT, Toronto, Ontario, M1C 4T9",M1C 4T9,0,0,3,3,1220000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,6
https://www.royallepage.ca/en/property/ontario/toronto/188-woodycrest-ave/16194154/mlse5365486/,"188 WOODYCREST AVE, Toronto, Ontario, M4J 3C1",M4J 3C1,0,0,4,2,1199900,Detached,,,Brick,Yes,Radiant heat,Natural gas,,Freehold,Single Family,,1
https://www.royallepage.ca/en/property/ontario/toronto/n109-116-george-st/16200945/mlsc5366817/,"#N109 -116 GEORGE ST, Toronto, Ontario, M5A 3S2",M5A 3S2,0,0,2+1,2,1199000,Townhouse,,,Brick,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",2
https://www.royallepage.ca/en/property/ontario/toronto/61-ashbourne-dr/16200918/mlsw5366446/,"61 ASHBOURNE DR, Toronto, Ontario, M9B 4H4",M9B 4H4,0,0,3+1,3,1199000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,,6
https://www.royallepage.ca/en/property/ontario/toronto/302-12-old-mill-tr/16195946/mlsw5366152/,"#302 -12 OLD MILL TR, Toronto, Ontario, M8X 2Y9",M8X 2Y9,0,0,2+1,2,1199000,Apartment,,,"Brick, Concrete",Yes,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",2
https://www.royallepage.ca/en/property/ontario/toronto/38-odessa-ave/16196651/mlsw5365796/,"38 ODESSA AVE, Toronto, Ontario, M9C 4J8",M9C 4J8,0,0,3+2,3,1195000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,3
https://www.royallepage.ca/en/property/ontario/toronto/533-beresford-ave/16193754/mlsw5365586/,"533 BERESFORD AVE, Toronto, Ontario, M6S 3C2",M6S 3C2,0,0,3,3,1188888,Detached,,,"Stucco, Vinyl",,Forced air,Natural gas,,Freehold,Single Family,,3
https://www.royallepage.ca/en/property/ontario/toronto/160-benjamin-boake-tr/16195938/mlsw5366102/,"160 BENJAMIN BOAKE TR, Toronto, Ontario, M3J 3C4",M3J 3C4,0,0,4,3,1188000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,6
https://www.royallepage.ca/en/property/ontario/toronto/806-70-distillery-lane/16196781/mlsc5365805/,"#806 -70 DISTILLERY LANE, Toronto, Ontario, M5A 0E3",M5A 0E3,0,0,2,2,1150000,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/1806-609-avenue-rd/16200940/mlsc5366799/,"#1806 -609 AVENUE RD, Toronto, Ontario, M4V 2K3",M4V 2K3,0,0,2+1,2,1129900,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/78-wharton-sq/16196143/mlse5366210/,"78 WHARTON SQ, Toronto, Ontario, M1V 4N4",M1V 4N4,0,0,4+2,4,1099000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/27-doubletree-rd/16194216/mlsc5365510/,"27 DOUBLETREE RD, Toronto, Ontario, M2J 3Z3",M2J 3Z3,0,0,3,4,1088000,Detached,,,"Brick, Stone",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,3
https://www.royallepage.ca/en/property/ontario/toronto/116-james-gray-dr/16193761/mlsc5365558/,"116 JAMES GRAY DR, Toronto, Ontario, M2H 1P1",M2H 1P1,0,0,4,3,1080000,Semi-Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,5
https://www.royallepage.ca/en/property/ontario/toronto/1903-75-wynford-heights-cres/16200924/mlsc5366604/,"#1903 -75 WYNFORD HEIGHTS CRES, Toronto, Ontario, M3C 3H9",M3C 3H9,0,0,2,2,1049000,Apartment,,,Concrete,,,,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/340-huntsmill-blvd/16194149/mlse5365424/,"340 HUNTSMILL BLVD, Toronto, Ontario, M1W 2Y8",M1W 2Y8,0,0,4,4,1008256,Detached,,,"Brick, Vinyl",Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Detached garage,3
https://www.royallepage.ca/en/property/ontario/toronto/80-baybrook-cres/16196134/mlse5366049/,"80 BAYBROOK CRES, Toronto, Ontario, M1H 2R8",M1H 2R8,0,0,3+1,2,999900,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,4
https://www.royallepage.ca/en/property/ontario/toronto/30-yorkleigh-ave/16196000/mlsw5365899/,"30 YORKLEIGH AVE, Toronto, Ontario, M9P 1Y4",M9P 1Y4,0,0,3,2,999000,Detached,,,Vinyl,Yes,Forced air,Natural gas,,Freehold,Single Family,,4
https://www.royallepage.ca/en/property/ontario/toronto/324-westlake-ave/16194145/mlse5365391/,"324 WESTLAKE AVE, Toronto, Ontario, M4C 4T9",M4C 4T9,0,0,3,2,999000,Semi-Detached,,,"Aluminum siding, Brick",,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,,
https://www.royallepage.ca/en/property/ontario/toronto/61-halsey-ave/16193762/mlse5365400/,"61 HALSEY AVE, Toronto, Ontario, M4B 1A6",M4B 1A6,0,0,3+1,3,999000,Semi-Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,4
https://www.royallepage.ca/en/property/ontario/toronto/5-232-st-george-st/16196182/mlsc5366067/,"#5 -232 ST GEORGE ST, Toronto, Ontario, M5R 2N5",M5R 2N5,0,0,2+1,2,998800,Townhouse,,,Brick,Yes,,,Central air conditioning,Condominium/Strata,Single Family,"Underground, Visitor parking",1
https://www.royallepage.ca/en/property/ontario/toronto/72-captain-hall-crt/16196792/mlse5365707/,"72 CAPTAIN HALL CRT, Toronto, Ontario, M1V 2W1",M1V 2W1,0,0,4+1,4,998000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,2
https://www.royallepage.ca/en/property/ontario/toronto/220-cass-ave/16195587/mlse5365703/,"220 CASS AVE, Toronto, Ontario, M1T 2C4",M1T 2C4,0,0,3,3,995000,Detached,,,Brick,,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Garage,2
https://www.royallepage.ca/en/property/ontario/toronto/1006-19-grand-trunk-cres/16196172/mlsc5365967/,"#1006 -19 GRAND TRUNK CRES, Toronto, Ontario, M5J 3A3",M5J 3A3,0,0,2,2,959900,Apartment,,,Concrete,,Forced air,Natural gas,Central air conditioning,Condominium/Strata,Single Family,Underground,1
https://www.royallepage.ca/en/property/ontario/toronto/15-coronation-dr/16200960/mlse5366763/,"15 CORONATION DR, Toronto, Ontario, M1E 2H2",M1E 2H2,0,0,4,3,949000,Detached,,,Brick,Yes,Forced air,Natural gas,Central air conditioning,Freehold,Single Family,Attached garage,6
